Img,Altura Vert.,Compr Total,Diâmetro,Área,Nro Folhas
Pinheiro1.jpg,1567,1263.3868683519052,18,125821,62
Pinheiro2.jpg,1228,1001.4041122946078,19,152925,47
Pinheiro3.jpg,1530,1224.7178207935926,20,133943,68
