Img,Altura Vert.,Compr Total,Diâmetro,Área,Nro Folhas
Eucalipto4.jpg,793,714.6883835420697,12,44729,12
Eucalipto5.jpg,870,870.0,0,32654,4
Eucalipto2.jpg,1157,1030.4163056034279,17,215507,13
Eucalipto3.jpg,1107,1277.7707781109823,20,175693,9
Eucalipto1.jpg,757,691.0020920410545,12,62534,10
