Img,Altura Vert.,Compr Total,Diâmetro,Área,Nro Folhas
Eucalipto4.jpg,613,714.6883835420697,8.0,38518,12
Eucalipto5.jpg,0,0.0,0.0,28552,4
Eucalipto2.jpg,943,1030.4163056034279,12.78759765625,205411,13
Eucalipto3.jpg,832,1277.7707781109823,10.0,164443,9
Eucalipto1.jpg,617,691.0020920410545,10.393798828125,55928,10
